datetime,open,high,low,close,volume
2020-01-01 17:00:00,108.73,108.759,108.575,108.677,0
2020-01-01 18:00:00,108.677,108.725,108.601,108.723,0
2020-01-01 19:00:00,108.722,108.735,108.681,108.701,0
2020-01-01 20:00:00,108.701,108.731,108.637,108.671,0
2020-01-01 21:00:00,108.67,108.688,108.655,108.678,0
2020-01-01 22:00:00,108.679,108.712,108.671,108.706,0
2020-01-01 23:00:00,108.707,108.743,108.698,108.741,0
2020-01-02 00:00:00,108.741,108.757,108.732,108.741,0
2020-01-02 01:00:00,108.742,108.749,108.714,108.714,0
2020-01-02 02:00:00,108.711,108.8,108.693,108.784,0
2020-01-02 03:00:00,108.786,108.819,108.766,108.779,0
2020-01-02 04:00:00,108.78,108.842,108.775,108.838,0
2020-01-02 05:00:00,108.838,108.864,108.791,108.806,0
2020-01-02 06:00:00,108.806,108.812,108.77,108.771,0
2020-01-02 07:00:00,108.771,108.806,108.756,108.786,0
2020-01-02 08:00:00,108.786,108.789,108.656,108.693,0
2020-01-02 09:00:00,108.692,108.749,108.635,108.673,0
2020-01-02 10:00:00,108.673,108.681,108.211,108.271,0
2020-01-02 11:00:00,108.272,108.444,108.259,108.433,0
2020-01-02 12:00:00,108.432,108.553,108.43,108.527,0
2020-01-02 13:00:00,108.526,108.558,108.497,108.521,0
2020-01-02 14:00:00,108.52,108.57,108.51,108.548,0
2020-01-02 15:00:00,108.548,108.56,108.492,108.555,0
2020-01-02 16:00:00,108.554,108.567,108.526,108.567,0
2020-01-02 17:00:00,108.556,108.567,108.499,108.54,0
2020-01-02 18:00:00,108.543,108.63,108.537,108.544,0
2020-01-02 19:00:00,108.543,108.562,108.391,108.406,0
2020-01-02 20:00:00,108.406,108.44,108.163,108.203,0
2020-01-02 21:00:00,108.2,108.242,107.999,108.06,0
2020-01-02 22:00:00,108.058,108.184,108.003,108.183,0
2020-01-02 23:00:00,108.182,108.231,108.125,108.132,0
2020-01-03 00:00:00,108.133,108.164,108.079,108.122,0
2020-01-03 01:00:00,108.122,108.152,108.08,108.141,0
2020-01-03 02:00:00,108.142,108.142,107.915,107.947,0
2020-01-03 03:00:00,107.947,108.073,107.931,107.993,0
2020-01-03 04:00:00,107.993,108.069,107.921,108.068,0
2020-01-03 05:00:00,108.068,108.13,108.015,108.05,0
2020-01-03 06:00:00,108.049,108.117,107.996,108.028,0
2020-01-03 07:00:00,108.028,108.155,108.023,108.084,0
2020-01-03 08:00:00,108.085,108.162,108.085,108.157,0
2020-01-03 09:00:00,108.157,108.267,108.144,108.218,0
2020-01-03 10:00:00,108.212,108.212,107.997,108.038,0
2020-01-03 11:00:00,108.039,108.04,107.916,107.946,0
2020-01-03 12:00:00,107.946,107.988,107.933,107.967,0
2020-01-03 13:00:00,107.97,108.072,107.839,108.048,0
2020-01-03 14:00:00,108.054,108.09,108.011,108.013,0
2020-01-03 15:00:00,108.012,108.119,108.012,108.092,0
2020-01-03 16:00:00,108.091,108.123,108.047,108.047,0
2020-01-05 17:00:00,107.838,107.936,107.801,107.801,0
2020-01-05 18:00:00,107.801,107.981,107.77,107.968,0
