datetime,open,high,low,close,volume
2020-01-01 18:00:00,17.863,17.929,17.856,17.88,0
2020-01-01 19:00:00,17.88,17.904,17.859,17.886,0
2020-01-01 20:00:00,17.887,17.908,17.811,17.831,0
2020-01-01 21:00:00,17.831,17.874,17.777,17.866,0
2020-01-01 22:00:00,17.86,17.885,17.841,17.856,0
2020-01-01 23:00:00,17.855,17.864,17.839,17.845,0
2020-01-02 00:00:00,17.844,17.866,17.833,17.849,0
2020-01-02 01:00:00,17.849,17.881,17.839,17.87,0
2020-01-02 02:00:00,17.869,17.875,17.845,17.846,0
2020-01-02 03:00:00,17.846,17.9,17.829,17.897,0
2020-01-02 04:00:00,17.897,17.927,17.885,17.898,0
2020-01-02 05:00:00,17.897,17.91,17.874,17.909,0
2020-01-02 06:00:00,17.91,17.923,17.895,17.907,0
2020-01-02 07:00:00,17.905,17.926,17.891,17.916,0
2020-01-02 08:00:00,17.918,18.086,17.915,18.061,0
2020-01-02 09:00:00,18.061,18.078,17.925,17.935,0
2020-01-02 10:00:00,17.939,18.047,17.936,17.999,0
2020-01-02 11:00:00,18.001,18.003,17.951,17.962,0
2020-01-02 12:00:00,17.963,18.006,17.924,17.998,0
2020-01-02 13:00:00,17.997,18.007,17.974,17.986,0
2020-01-02 14:00:00,17.987,18.003,17.957,17.996,0
2020-01-02 15:00:00,17.995,18.023,17.985,18.0,0
2020-01-02 16:00:00,18.001,18.015,17.987,17.987,0
2020-01-02 18:00:00,17.998,18.021,17.989,18.016,0
2020-01-02 19:00:00,18.016,18.047,18.015,18.042,0
2020-01-02 20:00:00,18.039,18.125,18.004,18.083,0
2020-01-02 21:00:00,18.083,18.147,18.054,18.103,0
2020-01-02 22:00:00,18.105,18.142,18.08,18.107,0
2020-01-02 23:00:00,18.104,18.12,18.091,18.114,0
2020-01-03 00:00:00,18.114,18.247,18.104,18.177,0
2020-01-03 01:00:00,18.183,18.207,18.143,18.148,0
2020-01-03 02:00:00,18.149,18.262,18.149,18.248,0
2020-01-03 03:00:00,18.247,18.262,18.156,18.164,0
2020-01-03 04:00:00,18.162,18.232,18.161,18.171,0
2020-01-03 05:00:00,18.175,18.211,18.126,18.193,0
2020-01-03 06:00:00,18.191,18.202,18.156,18.169,0
2020-01-03 07:00:00,18.171,18.21,18.128,18.151,0
2020-01-03 08:00:00,18.152,18.172,18.027,18.074,0
2020-01-03 09:00:00,18.077,18.106,18.024,18.052,0
